,name,ActionScript,C,C#,C++,Clojure,CoffeeScript,CSS,Go,Haskell,HTML,Java,JavaScript,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Scala,Shell,Swift,TeX,Vim script
744,kogent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0
745,tarcieri,0,0,9,0,1,0,0,1,0,0,4,2,2,0,0,0,0,0,3,0,50,0,1,0,0
746,kfl62,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,8,0,1,0,0
747,mattrenquist,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0
748,lauri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
749,jdskufca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,seangeo,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0
751,raziir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,apod,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0
753,denis,0,0,1,0,1,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,22,0,1,0,0
754,znarf,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,13,0,0,2,0,0,0,0
755,wiktorschmidt,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
756,cmrichards,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,5,0,0,0,0
757,tarsolya,0,0,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,10,0,2,0,0
758,vvarp,0,0,1,0,1,0,0,0,4,0,0,0,5,0,0,2,0,0,15,0,2,0,0,0,0
759,daveliu,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,14,0,1,0,0
760,Imbrondir,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
761,nimms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
762,evs,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,8,0,1,0,0
763,genexp,0,0,0,0,0,0,4,4,9,0,2,0,50,0,0,0,0,12,1,0,13,0,3,0,0
764,akatz,0,0,0,0,0,0,3,1,0,0,0,1,14,0,0,1,0,1,1,0,56,2,2,0,0
765,rocanion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
766,FooBarWidget,0,0,4,0,4,0,0,1,0,0,1,2,3,0,0,1,0,0,7,0,35,0,1,0,0
767,weepy,0,0,0,0,3,0,0,3,0,0,0,0,44,0,0,1,0,0,0,0,9,0,0,0,0
768,bitshape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
769,peleteiro,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
770,igor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,miles,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,3,0,1,0,0
772,wunki,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0
773,mkomitee,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,9,0,0,0,0,0,0
774,jbattermann,0,0,0,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
775,mutle,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,36,0,2,6,0
776,baxter,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0
777,shanesveller,0,0,0,1,0,0,0,0,2,0,3,0,1,2,0,0,0,0,0,0,18,0,3,0,0
778,brenton,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,0,0,0,2,0,14,0,8,0,0
779,zygote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,peks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,EugZol,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,24,1,0,0,0
782,cdb,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0
783,DanielVF,0,0,0,0,0,0,2,0,4,0,2,0,6,1,0,0,0,3,4,0,2,0,0,0,0
784,michele,0,0,0,0,0,0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0
785,huxley,0,0,0,0,0,0,0,2,0,0,2,0,9,0,0,0,0,1,39,0,0,0,1,0,0
786,noin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,skddc,0,0,1,0,0,0,2,2,0,0,2,1,33,0,0,0,1,3,1,0,16,0,3,0,0
789,galfert,0,0,0,0,0,0,2,1,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0
790,haikuwebdev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
791,medic0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,natacado,0,0,1,0,0,0,0,0,3,0,0,3,4,0,0,0,0,2,2,0,16,0,0,0,0
793,hotsyk,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,56,0,2,0,2,0,0
794,keeran,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0
795,juliamae,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,6,0,1,0,0
796,mphilpot,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0
797,mountain,0,0,0,0,0,4,0,0,0,2,0,3,9,0,0,0,0,0,4,0,0,2,0,0,2
798,remash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,shantanoo,0,0,1,0,0,0,1,3,10,0,0,0,2,0,0,0,0,0,24,1,2,0,3,0,0
800,janfri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
801,olivM,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,18,0,1,0,0
802,cavalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
803,andypearson,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
804,fredlee,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0
805,motobuzz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,bkudria,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,16,0,4,0,0
807,whynot,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0
808,derekperrault,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,cpjolicoeur,0,0,0,0,1,1,3,0,7,0,1,2,8,0,0,4,0,3,5,0,32,0,4,0,0
810,pager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
811,pengwynn,0,0,0,0,0,0,4,7,5,0,1,2,17,0,0,2,1,2,0,0,60,0,3,0,0
812,thom,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
813,sintaxi,0,0,0,0,0,0,1,7,0,0,3,0,72,0,0,0,1,0,0,0,10,0,0,0,0
814,scotu,0,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,17,0,2,0,0,0,0
815,peters,0,0,14,40,30,0,0,0,0,0,1,0,9,2,0,0,0,0,8,0,0,0,1,0,0
816,mmmurf,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,6,1,0,0,0
817,Phill,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,13,0,0,0,0
818,thetamind,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0
819,spejman,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,0,1,0,0
820,alexvetter,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1
821,jiphex,0,0,1,0,0,0,0,0,6,0,1,0,1,0,0,1,0,0,1,0,7,0,1,0,0
822,ByteEngine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,larssg,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,6,0,0,0,0
824,lukerandall,0,0,0,0,0,0,0,2,0,15,0,0,2,0,0,0,0,0,0,0,13,1,3,0,0
825,tobinibot,0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,4,0,0,0,0,7,0,2,0,0
826,eugen,0,0,0,2,1,0,0,0,0,1,1,6,4,0,0,0,0,0,4,0,0,1,2,0,0
827,neves,0,3,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,7,1,0,7,0,4,0,0
828,ragnard,0,0,3,4,1,55,0,1,2,0,1,5,3,1,0,0,0,0,1,0,0,0,2,0,0
829,benoitgoby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,codeslinger,0,0,8,1,5,1,0,2,11,0,1,1,3,1,0,0,0,0,1,0,3,1,1,0,0
831,acidburnz,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
832,dennisreimann,0,0,0,0,0,0,1,0,0,0,2,0,10,0,0,12,0,0,0,0,14,0,1,0,0
833,mislav,0,0,3,0,0,0,5,2,4,0,4,0,22,0,0,0,0,1,1,0,93,0,15,0,0
834,armitage,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
835,bigbrother,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
836,slaytanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
837,mattly,0,0,0,0,0,3,6,1,0,0,2,0,4,0,0,0,0,0,0,0,9,0,1,0,0
838,pyrat,0,0,0,0,0,0,2,1,5,0,0,0,16,0,0,0,0,3,1,0,62,0,0,0,0
839,rigagoogoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
840,luisbarrueco,0,0,2,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,3,0,4,0,2,0,0
841,lucas-xx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0
843,hunter,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844,gensym,0,0,2,0,0,21,0,0,0,0,0,0,7,0,0,3,0,1,1,0,3,0,0,0,0
845,joseph,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11,0,0,0,0
846,benhoskings,0,0,4,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21,0,1,0,0
847,kennyp,0,0,4,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,1,0,9,0,2,0,0
848,luke0x,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0
849,harrylove,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
850,tohchye,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0
851,broughcut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
852,lukaszcho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
853,wasnotrice,0,0,1,0,0,0,5,0,1,0,1,0,5,0,0,4,0,1,0,0,38,0,4,1,0
854,bart-xx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
855,ejdraper,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,0,0,1,0,29,0,0,0,0
856,shenoudab,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0
857,kaitanie,0,0,1,0,4,14,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
858,Norgg,0,0,0,10,4,0,2,1,0,0,1,3,7,0,1,0,2,0,11,0,6,1,2,0,0
859,webzense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,anshkakashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,antramm,0,0,2,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,0,20,0,0,0,0
862,amiroff,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0
863,be9,0,0,3,0,6,6,1,2,0,0,0,1,3,0,0,0,0,0,1,0,67,0,0,0,0
864,oool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,greenpart,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
866,wisesmile,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0
867,benschwarz,0,0,1,0,0,0,0,4,0,0,1,0,33,0,0,0,0,0,2,0,56,0,2,0,0
868,cbartlett,0,0,4,0,1,0,1,8,0,0,6,1,18,0,0,7,0,1,2,0,72,0,8,0,0
869,r38y,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,68,0,0,0,0
870,cnicolaou,0,0,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,1,1,0,16,0,0,0,0
871,ewhitten,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
872,julesss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,dwabn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,muness,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,9,0,6,0,0
875,gonzague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
876,kobrakai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,keeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
878,iconmaster,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
879,cjmartin,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,3,0,2,4,0,5,0,1,0,0
880,samsm,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0
881,jwallace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,nick,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,5,0,0,0,0
883,pusewicz,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,54,0,1,0,0
884,wadewinningham,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
885,fonseca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,teftin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0
887,scivi,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,6,0,2,0,0
888,jeremy6d,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,15,0,1,0,0
889,jodo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,raskchanky,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,12,0,6,3,0
891,jonuts,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28,0,0,0,0
892,rbriski,0,0,0,0,0,0,0,0,6,0,1,1,3,0,0,0,1,0,2,0,16,0,1,0,0
893,colin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
894,soveran,0,0,14,0,0,0,0,1,4,0,1,0,1,5,0,0,0,0,1,0,51,0,2,0,0
895,jreynolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,daddz,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0
897,tamersalama,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0
898,minter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
899,cndreisbach,0,0,0,0,0,14,0,11,1,0,2,2,24,0,0,0,1,0,13,0,42,0,6,0,1
900,melito,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,5,0,0,0,0,7,0,1,0,0
901,ibspoof,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,1,5,0,2,2,4,0,0
902,glv,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0
903,heymarcel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0
904,cromney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,blchamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,objo,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,20,0,0,0,0
907,ddemaree,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,2,0,0,23,0,1,0,0
908,hosh,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,184,0,6,0,0
909,zdennis,0,0,0,1,1,0,1,0,0,0,0,0,19,0,0,4,0,0,0,0,68,0,0,0,0
910,champion-xx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,conorh,0,0,1,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,1,0,29,0,0,0,0
912,jackbaty,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
913,TaYpworm,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0,1,0,0
914,wharle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,mhat,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0
916,gilesbowkett,0,0,5,0,2,7,12,3,0,1,2,0,36,0,0,0,0,0,1,0,84,0,3,0,0
917,ktheory,0,0,0,0,0,0,2,0,3,0,2,0,7,0,0,1,1,0,1,0,74,0,11,0,0
918,natalie-zz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,bricooke,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,13,0,0,0,0,29,0,0,0,0
920,cypher,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0
921,mully,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
922,gregf,0,0,3,1,3,0,0,1,4,0,1,0,4,1,0,0,1,0,3,0,34,0,18,0,0
923,stickmanlabs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,avdi,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,1,0,0,81,0,3,0,0
925,statik,0,0,4,0,4,2,3,4,6,1,1,1,29,0,0,3,3,2,18,2,24,0,12,2,0
926,phlipper,0,0,5,0,0,0,4,2,1,0,0,1,17,0,0,2,1,1,2,0,171,0,6,0,0
927,pierro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,firewheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,sharnik,0,0,1,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,11,0,1,0,0
930,Sija,0,1,1,0,6,0,5,2,0,0,0,0,8,0,0,1,0,7,1,0,12,0,1,0,0
931,martinemde,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,20,0,0,0,0
932,brianleroux,0,0,4,0,2,0,3,6,0,0,6,7,114,0,0,4,0,0,0,0,4,0,7,0,0
933,slowernet,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,12,0,0,0,0
934,mlangenberg,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,17,0,0,0,0
935,outten45,0,0,0,0,0,0,1,0,6,0,0,1,7,1,0,0,0,0,0,0,10,0,1,0,0
936,rhult,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,6,0,0,0,0,1,0,3,0,0
937,vitaliel,0,0,1,0,1,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,20,0,0,0,0
938,trioglobal,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0
939,skyfallsin,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0
940,maxthelion,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,1,0,0,0,0
941,aslakhellesoy,0,1,2,3,3,0,0,0,0,1,1,17,50,0,0,1,0,1,1,0,59,1,1,0,0
942,sbecker,0,0,0,0,0,0,2,0,3,0,0,0,10,0,0,0,0,0,0,0,9,0,3,0,0
943,aharper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,stocad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
945,adambair,0,0,1,1,0,0,2,2,0,0,0,0,6,0,0,0,1,0,1,0,32,0,0,0,0
946,ernesto-jimenez,0,0,1,0,1,0,1,4,31,0,2,1,10,0,0,1,0,0,1,0,25,0,7,0,0
947,aglasgall,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,1,0,0
948,marcinpohl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0,0
949,Schultz,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0
950,altano,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0
951,damm,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,7,0,33,0,12,0,0
952,plaggypig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,rwdaigle,0,0,0,0,0,0,1,2,1,0,3,0,12,0,0,0,0,0,0,0,37,0,2,0,0
954,lbuenaventura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,sunfmin,0,0,1,0,1,0,0,1,64,0,1,0,9,0,0,4,0,1,1,0,13,0,1,0,0
956,hilc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,amerine,0,0,0,0,0,0,2,4,25,0,0,1,3,1,0,0,0,0,2,0,27,0,2,1,0
958,jjgod,0,0,15,0,8,0,0,1,1,0,0,0,5,0,0,12,0,1,4,0,1,0,1,0,0
959,mystical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,holin,0,0,1,0,0,0,1,2,2,0,2,0,21,1,0,14,1,2,2,0,38,0,1,1,0
961,justinweiss,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,37,0,1,0,0
962,sethtrain,0,0,0,0,0,9,0,2,0,0,0,1,6,0,0,0,0,0,2,0,0,0,2,0,0
963,mbleigh,0,0,0,0,0,0,1,3,3,0,12,0,31,0,0,0,0,1,0,0,62,0,1,0,0
964,cobrien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
965,pstuteville,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,9,0,2,0,0
966,da3mon,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,14,0,0,0,0
967,fiveruns,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,16,0,0,0,0
968,waferbaby,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0
969,codabee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,creston,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,jkatz05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,jasonm,0,0,2,0,1,0,1,1,2,0,0,0,28,0,0,0,0,4,11,0,54,0,1,0,1
973,antage,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0
974,cduhard,0,0,0,14,0,0,0,1,0,0,2,0,7,0,0,0,0,0,2,0,8,0,3,0,0
975,matthewd,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,43,0,1,0,0
976,mattman,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0
977,asiemar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,zmack,0,2,6,0,0,1,1,0,3,0,1,2,17,0,0,1,1,0,2,0,45,4,1,2,0
979,Arthur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
980,nalin,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,9,0,0,0,0
981,vivaopensource,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,joao,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,2,0,4,0,1,0,0
983,bloodearnest,0,0,0,0,1,0,0,1,1,0,1,0,5,0,0,0,0,0,18,0,0,0,1,0,1
984,ealameda,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0
985,edbond,0,0,2,0,0,16,0,1,2,1,2,0,3,0,0,0,0,1,0,0,18,0,1,0,0
986,pejorative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
